seed,cell,sample,model_forward_ms,adapter_total_ms,base_ms,factor_ms,adapter_residual_combine_ms,moe_total_ms,router_ms,shared_expert_ms,selected_expert_compute_ms,expert_dispatch_aggregate_ms,non_adapter_model_ms
260829,a,156,5.681119918823242,4.482784062623978,0.3298240005970001,4.114463895559311,0.038496166467666626,0,0,0,0,0.0,1.1983358561992645
260829,a,157,5.681503772735596,4.485887974500656,0.33212800323963165,4.112416043877602,0.04134392738342285,0,0,0,0,0.0,1.1956157982349396
260829,a,158,5.6750078201293945,4.485919862985611,0.3276800066232681,4.121535882353783,0.03670397400856018,0,0,0,0,0.0,1.1890879571437836
260829,a,159,5.672959804534912,4.477951914072037,0.33075200766324997,4.112384051084518,0.03481585532426834,0,0,0,0,0.0,1.1950078904628754
260829,a,160,5.700607776641846,4.485087960958481,0.33177600055933,4.115456059575081,0.03785590082406998,0,0,0,0,0.0,1.2155198156833649
260829,a,161,5.67193603515625,4.484351962804794,0.33158399909734726,4.117504045367241,0.035263918340206146,0,0,0,0,0.0,1.1875840723514557
260829,a,162,5.726208209991455,4.53315207362175,0.3571840077638626,4.13587187230587,0.04009619355201721,0,0,0,0,0.0,1.1930561363697052
260829,a,163,5.665952205657959,4.474879890680313,0.3298560008406639,4.110111907124519,0.03491198271512985,0,0,0,0,0.0,1.1910723149776459
260829,a,164,5.708608150482178,4.512767881155014,0.3317760080099106,4.143104016780853,0.03788785636425018,0,0,0,0,0.0,1.1958402693271637
260829,a,165,5.726208209991455,4.511487990617752,0.3323200047016144,4.142079874873161,0.03708811104297638,0,0,0,0,0.0,1.214720219373703
260829,a,166,5.66374397277832,4.477215886116028,0.3296640068292618,4.110336035490036,0.03721584379673004,0,0,0,0,0.0,1.1865280866622925
260829,a,167,5.711071968078613,4.502528101205826,0.3490240052342415,4.117504075169563,0.03600002080202103,0,0,0,0,0.0,1.2085438668727875
260829,a,168,5.6657280921936035,4.48102393746376,0.3328000009059906,4.112384036183357,0.03583990037441254,0,0,0,0,0.0,1.1847041547298431
